ID,name,eur_value,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk
210028,W. Bakhashwain,1700000,3,2,Medium,Medium,Right,43,31,69,68,26,71,45,47,63,69,71,73,76,69,66,71,72,77,80,55,78,71,54,55,34,73,67,66,68,
212332,R. Ramírez,2100000,3,3,Medium,Medium,Right,55,72,62,66,72,71,61,63,52,70,77,75,71,70,76,70,71,69,65,65,63,20,69,65,64,65,27,37,33,
193900,J. Hunt,1800000,3,2,High,Medium,Right,64,47,62,63,32,71,61,29,59,67,86,84,72,66,68,59,82,74,64,50,60,65,65,54,48,67,66,70,69,
199789,M. Yumlu,1400000,2,2,Low,High,Right,22,32,76,62,32,43,22,24,59,51,48,37,46,62,40,56,68,69,86,30,79,69,26,37,44,63,66,69,67,
213613,S. Gustafson,2400000,3,4,High,Medium,Left,65,71,37,69,70,69,71,65,66,72,72,68,72,65,61,71,60,67,69,68,70,36,67,65,66,73,45,52,52,
160109,C. Lederos,1900000,3,4,Medium,Low,Left,68,59,48,72,67,73,65,73,66,71,51,55,63,68,64,54,49,47,46,65,63,48,68,76,71,71,37,47,44,
240493,A. Paschalakis,1400000,1,3,Medium,Medium,Right,12,12,17,22,12,18,16,12,25,11,53,47,44,72,59,18,30,34,70,12,41,15,4,55,30,50,10,15,14,70
192621,D. Nounkeu,1200000,2,3,Medium,High,Right,51,24,73,59,27,59,54,24,60,65,77,79,67,62,54,48,81,73,79,37,75,67,31,43,34,48,64,72,63,
205934,N. Murru,2100000,2,3,Medium,Medium,Left,70,23,63,60,39,61,54,39,56,63,76,79,73,58,72,57,74,80,68,40,64,62,40,27,47,68,72,75,73,
162926,P. Gallagher,1300000,3,3,Medium,Medium,Right,78,62,52,72,60,65,78,75,76,73,59,61,68,63,60,79,60,71,67,74,53,49,65,75,65,66,23,60,45,
230510,Vicemte Tófoli,1100000,3,2,Medium,Medium,Left,58,77,53,69,69,71,64,68,59,73,81,78,62,66,84,68,56,62,41,62,44,38,74,61,73,67,28,36,32,
218991,M. Gómez,2500000,2,3,Medium,Medium,Left,68,64,56,68,54,73,62,45,66,69,69,83,78,67,66,55,67,84,72,67,58,56,68,68,61,62,59,56,53,
190575,F. Zuculini,1900000,3,3,Medium,Medium,Right,62,52,57,74,51,68,57,60,70,73,67,69,72,68,76,70,76,72,62,58,68,68,60,68,48,72,60,68,64,
192367,I. Canuto,1200000,2,3,Low,Medium,Right,42,38,72,57,37,55,49,45,47,62,54,56,69,64,72,65,74,62,81,50,69,66,23,48,51,60,70,67,69,
210544,Willyan,2400000,3,3,Medium,Medium,Right,65,63,46,65,62,76,63,67,64,73,81,77,87,65,85,65,64,68,33,67,53,60,56,61,68,62,43,55,41,
224368,M. Doumbia,2700000,4,2,High,Low,Right,65,67,42,69,60,76,64,61,64,71,84,83,83,68,84,73,61,71,62,61,43,25,63,63,58,64,40,37,44,
231280,Iván Alejo,2500000,3,3,Medium,Medium,Right,68,65,47,67,56,73,54,49,64,71,73,86,70,63,60,59,69,64,65,55,45,39,61,62,47,61,49,39,42,
177520,J. Schuster,1000000,2,3,Medium,Medium,Right,69,50,59,70,55,58,73,71,65,63,31,34,51,75,49,73,33,60,73,62,75,74,49,60,68,73,72,73,67,
197233,A. Diallo,1700000,1,2,Medium,Medium,Right,12,11,13,34,14,15,15,14,25,17,42,40,57,73,52,19,66,31,75,12,18,24,11,24,20,23,19,20,12,70
201841,N. Dussenne,1900000,2,3,Medium,Medium,Right,41,28,76,57,56,35,28,29,49,52,37,32,57,67,43,50,68,66,76,21,70,68,28,40,40,69,72,71,68,
203889,Y. Touzghar,1700000,2,3,Medium,Medium,Right,51,68,69,62,69,67,40,55,57,69,72,76,77,68,74,70,80,70,65,65,55,18,74,44,62,60,17,20,21,
211057,Pablo Valcarce,2400000,3,3,Medium,Medium,Left,65,72,47,62,34,72,62,43,65,71,74,75,79,66,79,64,72,67,60,62,59,53,72,68,54,59,49,56,49,
177521,B. Nehrig,1300000,2,4,Medium,Medium,Right,62,40,53,68,57,57,68,52,62,65,68,73,67,65,74,71,68,78,75,59,78,71,48,58,59,68,68,71,70,
186993,J. Cortés,1800000,4,4,High,Medium,Right,66,66,59,71,80,70,75,72,67,71,72,75,77,67,77,69,67,77,72,70,60,61,71,69,65,70,54,66,51,
211826,R. Czichos,1700000,2,3,Medium,Medium,Left,57,42,66,62,31,57,52,57,53,61,61,68,64,64,62,64,71,72,84,51,69,65,43,40,36,67,69,70,66,
227186,A. Batalla,2200000,1,3,Medium,Medium,Right,17,14,16,25,13,13,13,17,22,18,43,42,37,71,43,22,56,33,76,15,26,23,17,28,23,24,15,18,17,70
199283,E. Lenjani,1500000,2,3,High,Medium,Left,75,62,54,69,61,67,63,55,62,67,80,80,77,65,59,69,76,75,54,63,81,63,65,64,60,59,67,72,66,
233075,Garrido,1700000,2,3,Low,High,Right,41,32,52,69,34,49,41,49,62,61,42,48,34,59,41,68,52,84,91,45,85,73,50,59,38,65,56,76,55,
169843,B. Turner,1400000,2,3,Low,High,Left,25,37,74,53,24,40,29,27,55,51,45,58,31,62,32,31,61,52,82,29,75,66,32,27,26,60,69,70,69,
239475,J. González,2600000,3,3,Medium,High,Right,59,53,55,73,57,69,57,50,65,71,75,72,71,62,68,65,70,80,69,53,54,70,68,69,56,59,69,70,68,
131444,R. Würtz,1000000,2,4,Medium,High,Right,37,60,67,72,54,58,48,49,73,68,56,47,75,66,74,68,84,79,78,64,82,75,62,68,66,71,70,74,73,
210548,L. Capezzi,2700000,2,2,Medium,Medium,Right,63,54,49,76,41,62,69,49,72,72,38,55,69,68,75,64,39,72,42,55,70,61,68,71,66,71,39,54,45,
189300,M. Johansson,1800000,3,3,High,Low,Right,58,45,54,64,23,74,59,22,58,72,84,86,83,68,78,68,72,86,54,29,65,67,68,43,46,65,63,67,67,
198261,T. Ream,1400000,2,3,Medium,Medium,Left,61,40,68,74,51,67,65,52,70,68,66,65,63,66,72,48,77,79,72,40,61,65,40,64,49,77,68,72,73,
200309,T. Darikwa,1900000,3,2,High,Medium,Right,63,47,53,62,39,69,57,43,54,67,88,91,72,56,62,49,60,87,74,44,69,64,66,60,51,68,60,67,70,
11381,M. Gilks,425000,1,2,Medium,Medium,Right,20,11,11,28,18,12,12,11,35,21,44,37,47,65,41,20,57,27,54,13,30,17,11,33,24,42,19,14,17,70
225653,G. Kerk,2500000,3,3,Medium,Medium,Right,64,69,55,63,66,72,64,34,56,67,89,88,77,66,80,73,78,76,66,66,59,32,68,61,58,72,22,21,20,
190581,U. Dávila,2100000,3,5,Medium,Medium,Left,66,67,68,66,66,75,73,72,57,75,77,75,83,66,78,70,65,68,58,74,43,36,60,67,70,62,26,28,28,
223862,Vasco Rocha,1800000,3,3,Medium,Medium,Right,64,52,53,74,65,71,66,65,71,73,70,65,72,65,69,72,62,72,68,65,59,59,64,70,69,67,56,65,59,
165494,F. Niell,925000,3,3,High,Low,Right,60,65,75,62,71,68,68,58,57,72,85,93,92,62,91,71,92,76,32,60,56,46,73,67,69,71,23,34,32,
234870,E. Karaca,2000000,3,4,High,Medium,Right,63,58,45,69,50,71,45,63,67,70,84,83,86,76,93,62,35,61,39,50,31,39,66,68,68,57,45,42,35,
189558,B. Salamon,1800000,2,3,Medium,Medium,Right,38,35,67,66,24,57,45,59,71,68,41,57,57,66,32,71,82,68,78,54,63,68,30,55,41,66,71,70,67,
208247,L. Spendlhofer,2000000,2,3,Medium,Medium,Right,50,40,64,64,45,37,63,65,59,57,75,77,66,61,50,66,73,88,80,59,71,72,36,45,64,65,68,69,65,
160119,C. Echagovia,1700000,4,3,Medium,Medium,Left,77,61,56,71,51,75,55,56,72,77,87,77,83,66,82,54,51,56,58,62,37,26,59,53,71,72,23,25,26,
183671,E. Terranova,1300000,2,3,Medium,Medium,Right,30,21,67,54,15,43,59,22,53,48,68,69,70,62,52,66,87,53,80,14,70,67,22,30,65,60,71,72,70,
230520,Sevinho Santos,1800000,3,3,Medium,Medium,Right,58,66,72,52,60,72,68,56,50,71,61,66,65,72,61,68,72,54,71,67,41,31,77,54,57,61,31,31,31,
208505,R. Zozulya,2100000,3,3,High,High,Right,51,64,77,66,69,60,31,54,42,64,79,79,74,70,71,72,82,64,76,61,75,41,71,62,57,58,19,41,24,
218745,O. Ntcham,3100000,2,3,High,High,Right,43,47,48,74,32,72,45,32,70,72,73,73,66,63,69,73,54,77,79,66,68,67,62,63,38,64,43,72,62,
157305,R. Lindgren,1000000,2,4,Medium,Medium,Right,65,53,65,72,69,58,77,74,63,73,50,34,62,72,72,78,40,74,73,74,73,66,63,58,68,69,71,72,69,
177273,J. Domínguez,1400000,2,2,High,High,Right,58,29,67,62,38,57,45,47,57,61,66,64,66,66,66,61,84,68,74,50,71,70,44,56,30,61,66,70,69,
178297,Canella,1300000,3,3,Medium,Medium,Left,76,44,53,69,48,59,70,58,66,68,72,73,71,80,69,59,75,65,73,49,80,77,49,55,57,66,74,61,60,
210042,J. Wurtz,2400000,3,3,Medium,Medium,Right,54,74,68,67,63,70,49,42,55,71,74,67,72,70,73,72,62,68,71,64,69,57,70,66,67,64,54,65,62,
223610,Concha,3200000,3,3,High,Medium,Left,67,70,51,62,65,78,71,52,65,74,69,69,63,64,81,53,42,60,44,66,32,30,71,67,72,66,18,23,27,
188538,V. Sasso,1800000,2,3,Medium,Medium,Right,47,22,72,57,26,48,37,26,53,59,47,37,46,65,46,40,67,43,76,21,67,72,22,32,41,62,67,72,70,
201083,M. Kucharczyk,2100000,3,3,High,Medium,Right,68,65,60,65,60,69,55,38,46,67,87,90,84,67,75,69,82,76,70,56,71,48,68,64,65,73,29,28,32,
205691,R. Pucino,1700000,2,3,High,Medium,Right,66,42,62,66,41,67,45,51,62,63,70,72,76,67,74,55,64,75,66,41,70,68,42,35,62,67,66,72,73,
207739,M. Havenaar,1700000,2,3,Medium,Low,Left,38,68,82,56,62,62,43,39,44,70,50,62,61,70,35,70,78,72,87,53,28,15,73,65,64,74,16,20,19,
214907,F. Bahlouli,2500000,4,4,High,Low,Right,62,58,61,70,54,76,60,55,65,76,71,74,75,63,68,75,66,51,76,51,55,49,66,69,66,67,39,49,44,
232571,S. Nakatani,2200000,2,3,Medium,High,Right,22,18,73,56,47,31,22,23,34,54,73,75,70,64,54,35,79,66,81,19,54,71,21,36,37,48,65,72,69,
181371,Léo Silva,1500000,2,3,Medium,Medium,Right,60,62,55,72,51,73,54,69,70,70,58,62,77,65,62,73,80,74,75,70,73,70,56,71,63,60,63,66,64,
193147,A. Gonçalves,1500000,2,4,High,High,Right,62,30,36,75,30,61,57,66,71,69,53,64,72,71,71,59,82,93,79,56,88,67,65,67,61,75,65,67,65,
145020,Mora,240000,2,3,Medium,Medium,Right,67,56,36,79,49,54,83,80,82,68,44,39,66,63,58,74,33,61,70,72,80,60,56,75,71,80,60,69,58,
227964,Lucas Venuto,2400000,3,4,High,Medium,Right,61,65,45,60,49,75,64,58,56,74,90,89,91,60,92,65,82,73,32,59,60,37,65,62,57,58,33,37,38,
178556,D. Holla,1700000,2,4,Medium,Medium,Right,77,60,63,72,55,62,77,76,68,67,50,54,58,71,61,82,45,74,73,79,78,60,64,72,76,75,58,64,62,
213117,S. Lex,1900000,3,4,High,Medium,Right,62,69,55,66,56,68,59,43,53,66,91,91,77,69,77,63,71,75,56,60,40,25,69,63,57,60,21,22,20,
213885,S. Slavchev,2100000,2,3,Medium,Medium,Right,43,64,59,72,32,68,63,64,69,70,61,57,63,66,62,52,56,71,72,60,56,70,41,59,43,69,66,70,70,
215165,C. Rius,1800000,3,3,Medium,Low,Right,73,58,55,68,46,75,66,61,68,72,78,76,77,68,75,72,45,78,62,48,59,24,67,72,63,62,34,33,35,
220029,S. Khaoui,2400000,3,3,Medium,Medium,Left,72,60,34,74,59,74,78,74,71,72,69,70,76,60,69,67,60,38,49,61,42,28,64,71,49,64,37,32,38,
200574,Kim Won Il,1300000,2,3,Low,High,Right,58,33,69,48,33,26,40,34,31,35,60,65,79,66,64,34,88,66,74,40,66,72,33,52,43,55,73,73,67,
207998,D. Ward,2000000,1,3,Medium,Medium,Right,13,11,13,30,13,19,15,14,42,23,47,42,38,67,60,25,55,22,60,16,25,22,19,38,20,30,19,20,18,70
210814,J. Velázquez,1800000,2,2,Low,Medium,Right,44,41,73,50,36,50,36,35,48,50,67,65,68,62,54,61,73,68,72,32,70,64,36,48,48,60,74,71,74,
162174,D. Biondini,875000,2,3,High,High,Right,64,48,60,72,59,64,42,65,70,71,68,68,66,70,72,73,68,79,64,70,88,72,60,68,51,70,60,68,62,
177278,D. Rangelov,0,3,2,High,Medium,Right,62,69,74,68,59,66,66,62,64,68,53,55,70,71,74,67,76,55,75,65,67,36,76,62,74,66,32,42,33,
144511,L. Greco,1600000,2,2,High,Medium,Left,68,52,62,71,66,62,66,70,67,68,61,59,71,72,66,69,70,75,61,65,74,73,64,72,58,71,60,65,63,
210303,D. Linsmayer,1900000,2,2,Medium,Medium,Left,52,45,63,72,32,62,51,47,67,66,66,65,61,69,64,51,74,75,75,69,63,69,47,66,45,63,70,70,69,
169343,M. Madl,1400000,2,3,Medium,High,Right,51,40,69,65,38,51,68,70,64,61,64,61,63,60,57,68,76,90,77,69,77,71,25,59,57,64,70,67,66,
142720,C. Araujo,375000,2,3,Medium,Medium,Right,55,33,58,75,56,67,53,47,66,75,75,63,71,68,68,65,73,71,64,48,68,65,36,59,61,61,72,73,72,
211840,M. Hartmann,1400000,2,3,Medium,Medium,Right,38,50,69,62,48,52,37,40,63,54,47,53,37,72,50,67,53,80,85,57,80,73,51,54,54,76,79,73,71,
189568,A. Sissoko,1500000,2,3,High,Medium,Left,69,61,61,69,58,54,54,47,67,73,67,69,71,72,62,72,68,83,74,52,74,70,66,64,52,68,58,69,65,
209281,Y. Al Shehri,1900000,4,3,High,Medium,Left,69,59,46,73,59,71,73,63,68,71,74,75,82,67,73,69,41,73,53,66,50,43,64,69,61,64,33,34,42,
217217,D. Cerén,1500000,2,3,Medium,Medium,Right,52,51,49,70,46,60,42,64,75,65,58,61,54,65,81,71,34,84,66,59,80,65,57,61,64,73,61,71,66,
219521,M. García,1200000,1,3,Medium,Medium,Right,17,14,19,23,16,16,13,15,22,15,49,41,52,68,55,17,62,42,46,14,20,27,19,53,20,24,20,17,18,70
161921,P. Leciejewski,1000000,1,3,Medium,Medium,Right,10,13,9,29,12,11,15,11,33,21,53,52,57,66,40,22,57,30,76,11,40,22,11,58,25,54,7,10,9,70
188033,E. El Hadary,120000,1,3,Medium,Medium,Right,20,14,16,16,12,17,17,12,14,25,28,39,21,67,41,18,59,34,73,18,29,16,14,16,20,57,12,19,15,70
188289,E. Rivière,2100000,2,3,High,Medium,Right,60,65,72,61,74,67,57,49,52,68,73,70,87,63,65,73,82,63,72,64,57,24,72,59,66,67,29,45,40,
205186,P. Gazzaniga,1700000,1,3,Medium,Medium,Right,21,12,14,32,8,20,33,21,49,20,63,65,64,59,49,49,66,45,67,19,32,16,13,52,41,49,18,20,11,70
205954,R. Emelyanov,2100000,2,3,Medium,Medium,Right,67,51,57,71,34,61,50,55,68,67,55,68,53,72,54,61,70,75,81,64,58,72,56,60,60,65,66,69,67,
214146,E. Perlaza,1400000,2,3,Medium,Medium,Right,68,24,53,74,19,57,30,26,56,58,74,76,73,65,75,57,74,92,61,19,80,58,48,57,31,60,62,70,73,
225666,D. Nagy,2700000,3,3,High,Medium,Left,64,58,42,67,61,70,59,52,68,68,84,78,71,72,82,62,49,71,51,59,49,31,65,65,54,62,42,42,45,
188546,S. Štilić,1700000,3,2,Medium,Low,Left,68,64,53,72,64,69,71,74,69,72,52,53,76,74,65,67,40,64,50,64,33,23,68,75,62,53,12,25,25,
223107,M. Yıldırım,1500000,1,2,Medium,Medium,Left,13,14,14,20,14,17,13,16,17,19,26,25,19,70,52,20,27,18,37,12,16,23,12,31,22,23,11,18,19,70
230531,Saberto Botelho,1400000,2,3,Medium,Medium,Right,39,42,69,68,49,52,37,32,66,62,65,68,58,67,65,70,72,82,80,53,88,66,51,46,46,67,70,75,71,
223876,Hugo Seco,1700000,3,3,High,Medium,Right,66,63,45,64,54,73,64,48,61,70,82,78,70,64,69,66,42,69,65,56,64,19,66,64,46,65,31,30,31,
226436,H. ter Avest,2200000,2,3,Medium,Medium,Right,70,45,56,70,33,68,36,29,55,68,73,74,72,61,63,46,67,81,69,31,65,55,35,40,43,72,70,73,74,
201093,N. Powell,2400000,3,3,Medium,Medium,Right,55,71,58,68,59,70,64,55,65,69,73,69,63,71,75,68,69,67,64,72,59,36,68,70,72,69,31,44,42,
205701,S. Delev,1900000,3,5,High,High,Right,61,69,60,59,60,70,63,53,44,68,86,83,85,68,88,76,75,87,60,71,42,12,74,61,64,68,17,13,13,
220805,A. Castro,2300000,3,3,Medium,Medium,Left,76,64,28,72,45,70,59,55,76,63,86,82,83,59,82,62,76,63,36,56,45,17,58,65,36,64,22,32,31,
222597,E. Ohemeng,2800000,4,3,High,Medium,Right,51,62,40,60,43,79,44,41,38,74,91,90,86,74,85,73,63,72,45,42,31,22,69,57,50,71,15,24,21,
214918,M. Mier,1900000,3,3,High,Medium,Left,75,58,55,69,58,72,60,75,65,72,65,60,77,60,55,76,53,75,74,73,68,57,70,69,59,68,40,50,36,
222598,Nélson Monte,2100000,2,2,Medium,Medium,Right,52,28,64,56,28,48,38,32,41,53,58,55,60,65,55,35,81,65,78,31,64,70,41,36,46,60,72,72,69,
160134,G. La Parra,1700000,3,4,High,Low,Right,71,61,61,67,72,77,45,55,56,71,71,72,83,66,81,71,54,62,61,67,45,34,61,71,66,62,22,24,23,
236679,Melendo,3000000,2,3,Medium,Medium,Left,65,70,42,73,32,74,38,35,70,75,64,68,62,55,65,58,57,64,59,60,57,52,68,63,37,62,36,59,55,
191111,E. Salomonsson,1400000,2,2,High,Medium,Right,67,48,43,63,44,59,65,65,56,61,77,91,72,70,72,79,60,92,64,56,58,65,54,64,71,67,65,66,68,
198024,Y. de Lanlay,2200000,4,3,High,Medium,Right,66,61,42,66,56,69,64,61,59,72,87,86,91,67,81,75,77,78,60,65,45,49,68,66,50,74,31,52,50,
233096,D. Dumfries,2200000,2,2,High,Medium,Right,73,32,67,64,28,67,40,33,55,64,77,81,67,64,53,66,80,78,82,40,75,61,58,52,43,63,66,71,70,
187528,K. Kombarov,1300000,2,3,High,Medium,Right,70,61,57,67,69,73,72,66,65,74,71,72,76,62,70,65,61,77,64,61,70,67,65,66,61,64,72,67,69,
199305,M. Wittek,1600000,2,2,Medium,Medium,Right,33,34,69,46,28,41,33,33,45,39,54,69,52,69,43,66,59,63,87,43,70,67,28,32,52,67,68,72,71,
207753,Oh Ban Suk,1400000,2,3,Low,High,Right,26,21,69,44,30,24,29,28,36,30,48,38,68,63,42,34,75,68,84,16,67,73,22,39,35,64,73,75,67,
223881,J. Chiarini,425000,1,2,Medium,Medium,Right,15,18,20,25,15,13,20,17,21,17,45,49,33,57,58,18,59,31,57,15,19,23,12,42,22,21,12,11,15,70
232329,K. Kanatsızkuş,3900000,2,3,Medium,Medium,Left,34,68,72,65,68,68,62,50,55,69,65,66,61,65,65,69,66,71,76,63,53,16,70,63,57,68,16,14,14,
189065,F. Renzetti,1300000,2,3,High,High,Left,69,48,52,67,48,67,67,65,63,65,77,82,78,68,78,65,73,82,66,50,69,67,52,55,43,66,67,67,63,
199562,Ilie Sánchez,2200000,2,3,Medium,High,Right,54,39,65,78,38,66,51,49,71,72,62,59,73,75,73,49,79,77,68,57,73,71,53,63,67,71,62,64,67,
144010,Y. Kurtuluş,1500000,3,4,Medium,Medium,Right,64,69,64,70,68,70,70,64,65,69,66,65,69,66,76,75,71,73,62,70,68,70,67,68,55,66,71,70,66,
230794,Nacho Gil,2600000,3,4,Medium,Medium,Right,64,64,30,72,47,77,63,62,58,69,74,68,75,58,76,62,45,52,42,62,47,22,62,73,48,62,22,25,27,
233866,O. Edouard,2800000,3,4,Medium,Medium,Right,46,67,68,67,64,74,62,47,52,70,77,75,72,64,68,71,67,71,70,62,64,37,67,67,69,68,46,44,28,
234122,Artur,2200000,2,2,Medium,Medium,Right,51,49,59,75,40,73,45,59,68,73,68,73,77,68,68,51,62,80,64,37,69,65,60,55,57,65,58,71,67,
192906,L. Rodríguez,1400000,3,4,Medium,Low,Right,66,68,62,71,66,75,70,73,69,74,70,70,72,65,75,76,73,56,57,72,72,15,70,71,71,65,18,16,22,
204171,S. Diallo,2100000,3,3,Medium,Medium,Right,64,67,68,69,69,71,74,74,65,71,74,76,74,70,60,75,71,70,74,72,54,49,66,67,68,56,44,45,32,
205963,D. Texeira,2200000,3,4,High,Medium,Right,43,71,72,63,70,64,68,43,45,67,67,69,68,70,62,74,80,73,74,65,67,25,68,54,62,65,22,25,20,
200332,T. Koubek,1700000,1,2,Medium,Medium,Right,13,12,13,20,19,17,18,16,32,24,22,27,25,71,29,22,53,28,66,17,31,11,12,39,20,46,14,12,16,70
155532,C. Ikeme,1100000,1,3,Medium,Medium,Right,14,13,13,24,15,11,12,12,22,24,48,45,37,65,34,22,75,30,80,14,36,16,9,53,25,32,15,12,14,70
169100,I. Anya,1700000,3,3,High,Medium,Right,66,60,50,67,46,73,50,36,60,68,87,86,92,69,87,73,80,78,70,51,50,63,68,67,55,64,63,64,60,
236172,Nilson Padilho,1700000,3,3,Medium,Low,Left,48,56,60,71,63,65,46,49,74,73,67,74,78,76,72,72,80,67,67,49,74,40,72,73,49,68,45,43,40,
174732,G. Gómez,725000,3,3,Medium,Medium,Right,72,50,63,68,58,64,70,69,70,68,64,66,81,72,62,74,66,74,77,61,80,69,55,66,69,72,63,66,60,
233101,R. Kortsmit,1700000,1,1,Medium,Medium,Right,14,7,10,28,8,10,12,14,20,10,23,33,37,69,35,21,61,18,64,8,33,11,8,31,19,30,6,10,13,70
193421,Javi Lara,1600000,2,4,Medium,Medium,Right,81,63,42,74,57,70,82,83,80,74,65,56,67,61,69,72,42,40,50,78,37,40,66,73,70,63,31,34,28,
199566,M. Nelom,1700000,3,2,Medium,Low,Left,72,48,55,64,58,70,66,68,72,70,80,75,83,68,82,72,85,74,61,66,67,63,67,69,55,60,68,66,72,
225934,C. Yambéré,1900000,2,3,Medium,Medium,Right,30,28,69,65,34,55,28,28,51,55,63,54,37,60,56,40,71,61,79,21,71,66,50,43,34,60,73,72,65,
240526,M. Fouzair,2200000,3,4,Medium,Medium,Right,64,52,34,68,47,72,64,63,64,70,82,83,74,63,74,57,51,75,56,55,45,25,66,64,54,45,23,30,22,
176270,Y. Movsisyan,1800000,3,4,High,Low,Right,30,68,66,59,69,64,62,56,22,66,73,79,64,68,60,79,65,69,71,75,66,50,67,66,77,66,29,21,23,
201359,M. Abu,2000000,3,2,Low,Low,Left,53,48,54,73,53,65,69,59,71,68,76,71,79,67,69,69,73,78,65,59,78,71,55,60,50,62,53,69,66,
208015,S. Badji,1700000,2,3,Medium,High,Right,58,46,67,63,38,51,41,39,64,58,68,66,64,68,63,78,71,81,78,69,78,73,55,58,46,68,68,72,73,
224143,Querol,1800000,3,3,High,High,Right,69,66,57,65,53,64,49,51,55,67,88,91,71,70,62,67,59,77,71,59,71,45,62,59,65,60,40,57,42,
186511,René,900000,1,2,Medium,Medium,Right,12,18,17,25,19,14,16,22,40,19,51,56,62,67,60,23,82,24,67,17,29,16,15,19,21,33,14,13,19,70
193679,M. Correia,1400000,3,4,Medium,Medium,Right,63,38,67,68,25,58,48,33,61,66,63,66,63,67,58,44,75,64,74,33,67,72,42,59,37,68,68,69,68,
210320,I. Mbaye,2200000,2,3,High,Medium,Right,68,35,60,64,50,66,68,55,64,68,67,77,71,70,65,65,53,77,68,56,68,66,60,50,49,64,65,70,70,
213136,S. Willems,1800000,2,3,Medium,Medium,Left,63,28,68,63,27,51,69,37,60,64,73,70,67,67,65,66,69,66,67,63,68,68,40,48,49,61,72,72,71,
165520,O. Scarione,1600000,3,3,Medium,Low,Right,71,66,65,70,71,72,73,70,68,69,67,67,71,68,76,76,50,71,56,70,55,42,68,71,71,69,29,32,30,
232080,J. Harrison,3900000,3,2,Medium,Medium,Left,67,67,43,64,59,74,69,56,59,68,88,78,79,65,75,67,61,76,62,56,59,36,68,62,64,68,30,39,48,
116368,Y. Hadji,625000,3,3,Medium,Medium,Right,66,70,71,71,66,64,55,67,66,70,56,53,68,69,63,69,73,57,76,66,62,33,79,70,73,63,21,31,23,
199313,A. Bamba,1500000,3,3,Medium,Medium,Right,62,28,61,67,49,52,58,49,63,65,80,79,81,67,65,50,74,80,71,53,63,64,22,57,38,60,64,68,70,
201873,J. Bendik,1500000,1,3,Medium,Medium,Left,16,10,11,17,13,10,15,19,25,16,38,33,35,67,41,24,43,26,64,12,27,12,12,38,17,42,6,11,6,70
213905,S. Gallagher,3100000,2,3,High,Medium,Right,63,69,77,52,73,70,54,43,48,61,76,78,68,66,55,76,74,76,76,63,62,44,66,55,61,59,51,41,43,
236690,M. Ngadeu-Ngadjui,0,2,5,Medium,High,Right,28,38,72,63,38,31,30,26,56,51,66,70,62,70,67,72,70,60,92,21,68,67,31,33,50,62,62,70,68,
183955,T. Chevalier,1700000,3,4,High,Medium,Right,63,70,58,64,73,73,62,57,59,65,80,77,75,68,79,74,73,70,66,72,77,38,66,67,65,66,25,29,33,
191123,D. Alar,1900000,3,4,Medium,Medium,Left,56,70,60,59,63,66,65,63,58,72,76,72,70,72,67,71,81,74,69,67,57,32,74,67,64,57,30,28,23,
193427,F. Bérenguer,1800000,3,3,Medium,Medium,Right,65,65,52,69,57,70,64,57,66,69,82,84,72,63,74,66,68,80,63,65,62,48,51,70,56,62,35,31,26,
199060,G. Tzavellas,1400000,2,3,Medium,Medium,Left,74,53,62,67,63,57,81,75,70,69,68,67,56,67,71,77,75,70,77,73,85,70,43,49,64,66,66,67,67,
201876,O. Omoijuanfo,2500000,3,4,High,Low,Right,55,68,65,64,66,68,55,62,57,68,74,77,74,63,51,71,68,77,74,66,75,54,72,56,62,74,46,36,39,
140180,M. Ogasawara,240000,3,4,Medium,Medium,Right,70,55,59,75,50,65,68,67,72,72,33,35,61,63,74,70,63,67,66,62,70,68,62,71,67,67,63,67,62,
220052,I. Bubnjić,2000000,2,2,Low,High,Left,26,14,73,45,28,43,35,32,51,51,48,51,54,64,34,57,66,60,77,30,73,66,15,29,41,62,74,73,72,
194196,F. Diagne,1500000,2,3,High,Medium,Right,53,34,73,67,40,65,44,45,65,68,67,67,69,68,67,59,89,64,75,41,79,73,43,56,56,66,71,73,72,
194964,N. Mendez-Laing,2200000,2,3,High,Medium,Right,62,65,53,63,44,74,59,49,56,68,87,85,73,64,70,67,63,76,77,63,40,46,62,62,48,61,18,30,24,
140181,H. Sogahata,120000,1,3,Medium,Medium,Right,13,12,18,26,18,14,10,11,33,16,17,19,28,52,32,21,52,37,51,15,21,12,10,45,12,20,11,12,13,70
205973,V. Sané,1700000,2,3,Medium,Medium,Right,43,38,65,66,35,55,34,37,61,59,63,69,53,63,46,65,70,72,83,56,72,69,45,49,43,61,70,68,67,
144021,C. Schwegler,675000,2,3,High,Medium,Right,65,27,52,63,22,65,55,45,59,66,74,74,73,65,73,68,79,80,73,61,78,66,70,63,25,64,67,71,73,
216981,G. Kastaneer,2700000,2,3,Medium,Medium,Right,60,66,69,54,53,71,54,33,29,69,80,86,68,67,74,74,84,72,77,64,44,25,68,59,55,55,27,30,22,
